Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Duplicate),Inward issue link (Gantt End to Start),Outward issue link (Gantt End to Start),Inward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Inward issue link (Open Question),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (AbbVie Brands),Custom field (AbbviePONumber),Custom field (Acceptance Criteria),Custom field (Action Required to Verify/Test Change),Custom field (Application ID),Custom field (Application Name - Scripted),Custom field (Approval Status),Custom field (As a ...),Custom field (Assigned Sub-Tasks),Custom field (BAP Number - Scripted),Custom field (BTO),Custom field (BTO - Scripted),Custom field (Begin Date),Custom field (Brand(s)),Custom field (Business Rank),Custom field (Change Number - Scripted),Custom field (Correction Required),Custom field (Current Status),Custom field (Defect ID),Custom field (Defect Type),Custom field (Demand Criticality),Custom field (Demand ID),Custom field (Desired/Proper Operation),Custom field (Detection),Custom field (Due Date),Custom field (ESS Deliverable),Custom field (End Date),Custom field (Environment),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimate (in days)),Custom field (Estimate Hours),Custom field (Estimated Date of Fix),Custom field (External Issue ID),Custom field (Final Resolution),Custom field (Flagged),Custom field (Funding Source),Custom field (Generic failure),Custom field (I Want to ...),Custom field (Non-JIRA Assignee),Custom field (Object ID),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Pending Tasks),Custom field (Percentage Completed),Custom field (Persona),Custom field (Phase),Custom field (Potential cause(s) / mechanisms of failure),Custom field (Potential failure mode),Custom field (Potential results),Custom field (Privacy Review),Custom field (Process Function),Custom field (Product),Custom field (Product Impact),Custom field (Quality Critical),Custom field (Quality Designation),Custom field (RAG Status),Custom field (RPA Discovery Status),Custom field (Rank),Custom field (Reason),Custom field (Recommended Action(s)),Custom field (Reference ID),Custom field (Requirement Criticality),Custom field (Requirement Type),Custom field (Retirement Reason),Custom field (Revision Number),Custom field (Revision Reason),Custom field (Root Cause),Custom field (SDS/SQA - Scripted),Custom field (SLC Methodology - Scripted),Custom field (SO),Custom field (SOD),Custom field (Score),Custom field (Screen ID(s)),Custom field (Severity),Custom field (Signatures),Custom field (So That ...),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Story),Custom field (Story Point Estimation),Custom field (Story Points),Custom field (Story Post-Approval),Custom field (Story Post-Approver),Custom field (Story Pre-Approval),Custom field (Story Pre-Approver),Custom field (Story status),Custom field (System Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Case Traceability),Custom field (Testing Impact),Custom field (VERA Sync ID),Custom field (gitBranch),Custom field (gitCommitsReferenced),Custom field (qTest Defect Code),Custom field (test),Custom field (zephyr-je-customfield-teststep),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Figma Tokens - Flip Container,ISAAP-427,579652,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,MICHARX1,MURPHPX6,MURPHPX6,17/Oct/24 12:45 PM,05/Feb/25 12:56 PM,08/Feb/25 7:36 AM,,,Nova 1.23,,,,0,DOR,No-QA,NOVA-Figma-Token,,"h1. {color:#172b4d}Description{color}

Initial Figma Token work for Flip Container
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-264 ]|
h1. Acceptance Criteria
 * {*}General{*}{*}{{*}}
 ** Write the flipcontainer.ts config/mapping file that should scrape the following tokens from a Flip Container Component Set:
 *** background
 *** shadow
 *** border top
 *** border right
 *** border bottom
 *** border left
 *** border radius top left
 *** border radius top right
 *** border radius bottom left
 *** border radius bottom right
 *** *-- title*
 *** background
 *** border top
 *** border right
 *** border bottom
 *** border left
 *** border radius top left
 *** border radius top right
 *** border radius bottom left
 *** border radius bottom right
 *** padding top
 *** padding right
 *** padding bottom
 *** padding left
 *** text
 *** color
 *** letter-spacing
 *** text-case
 *** *-- image*
 *** background
 *** *-- text*
 *** background
 *** text
 *** color
 *** letter-spacing
 *** textcase
 *** padding top
 *** padding right
 *** padding bottom
 *** padding left
 *** *-- icon*
 *** background
 *** border top
 *** border right
 *** border bottom
 *** border left
 *** border radius top left
 *** border radius top right
 *** border radius bottom left
 *** border radius bottom right
 *** color
 ** Within the [Test Brand Design System|https://www.figma.com/design/MjhKojTUqcWjC8YA71WXe7/Test-Brand?m=auto&node-id=0-1&t=Mk2Q19Lr0zOPvnOZ-1] figma file, using the NOVA plugin, validate that the tokens are properly being included in the exported token file
 ** Run the token file through Style Dictionary build to create the CSS
 *  ",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-428,,ISAAP-426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[role],,,,,,,,,,,,,,,,,,,,,,ISAAP-264,,,,,,,,,,,[feature],None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i2gpms:",,,,,Functional,,,,,,,,,,,,,[demonstrable business value],NOVA - S24,,,,,,,,,,,,8.0,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Demo Findings,ISAAP-661,638076,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,LUDOLJX1,LUDOLJX1,LUDOLJX1,05/Feb/25 11:41 AM,05/Feb/25 11:41 AM,08/Feb/25 7:36 AM,,,,,,,0,,,,,,,LUDOLJX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2pt9n:",,,,,Functional,,,,,,,,,,,,,,NOVA - S25,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
DS Component Integration - Vertical Navigation,ISAAP-439,579672,,Story,On Hold,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,MORALLX4,MURPHPX6,MURPHPX6,17/Oct/24 1:08 PM,05/Feb/25 10:35 AM,08/Feb/25 7:36 AM,,,Nova 1.23,,,,0,DOR,DS-Component-Integration,,,"h1. {color:#172b4d}Description{color}

 
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-400 ]|
h1. Acceptance Criteria

*As an* Author

*I want to* Author the Vertical Navigation

*So that* I can meet all the component requirements

*V1 Requirements*

1. The Image component's authoring dialogue must feature the following tabs:
 # Overview
 # Styles
 # Analytics
 # Advanced

2. All specifications outlined in the ""NOVA ISA Authoring PlatformV2.0.xlsx"" requirements document must be met.

3. Click stream tags should initially use the authored values specified in the template. However:
 # These values can be overridden by the ones defined directly within the component.

*V2 Requirements:*
 # {color:#172b4d}(New Functionality) Add New Image selection Options:{color}
 ## {color:#172b4d}Open {color}
 ## {color:#172b4d}Close {color}
 ## {color:#172b4d}Help {color}
 # {color:#172b4d}Add New Textfield for Help Button{color}
 # {color:#172b4d}Change, the textarea fields for open, close to textfield{color}

 
 * *General*
 ** Define V2 Component
 ** Add to new clientlib
 ** Define new style consuming the listed tokens:
 *** 
{code:java}
--overlay: #00000080;  

--border-top: ;  
--border-right: ;  
--border-bottom: ;  
--border-left: ;  
--border-radius-top-right: 0px;  
--border-radius-top-left: 0px;  
--border-radius-bottom-right: 0px;  
--border-radius-bottom-left: 0px;  
--width: 60px;  

--help-note-background: #FFFFFF;  
--help-note-text: Regular 12 Arial;  
--help-note-letter-spacing: 0%;  
--help-note-text-color: #222222;  
--help-note-text-case: none; 
 
--close-background: ;  
--close-border-top: 1px solid #CCCCCC;  
--close-border-right: ;  
--close-border-bottom: ;  
--close-border-left: ;  
--close-text: Regular 12 Arial;  
--close-letter-spacing: 0%;  
--close-text-color: #222222;  
--close-text-case: none;  

--help-background: ; 
--help-border-top: 1px solid #CCCCCC; 
--help-border-right: ; 
--help-border-bottom: ; 
--help-border-left: ; 
--help-text: Regular 12 Arial; 
--help-letter-spacing: 0%; 
--help-text-color: #222222; 
--help-text-case: none; 
 
--home-background: #FFFFFF;  
--home-border-top: 1px solid #CCCCCC;  
--home-border-right: ;  
--home-border-bottom: ;  
--home-border-left: ;  
--home-text: Regular 12 Arial;  
--home-letter-spacing: 0%;  
--home-text-color: #222222;  
--home-text-case: none;  

--call-flow-background: #FFFFFF;  
--call-flow-border-top: 0px solid #CCCCCC;  
--call-flow-border-right: ;  
--call-flow-border-bottom: ;  
--call-flow-border-left: ;  
--call-flow-text: Regular 12 Arial;  
--call-flow-letter-spacing: 0%;  
--call-flow-text-color: #222222;  
--call-flow-text-case: none;  

--link-background: #FFFFFF;  
--link-border-top: 0px solid #CCCCCC;  
--link-border-right: ;  
--link-border-bottom: ;  
--link-border-left: ;  
--link-text: Regular 12 Arial;  
--link-letter-spacing: 0%;  
--link-text-color: #222222;  
--link-text-case: none; {code}

 * 
 ** htl changes listed below:
 **  

 
h1. Technical Details

Reference structure for new DS components styles:

 
{code:java}
.cmp-button {
    // Enterprise OTB variables defined for base unbranded styling
    // ex. --background: #CCCCCC
}
.cmp-button {
    // component styles go here consuming token variables
    // ex. background: var(--background);
    
    .nested-prop {
        // ex. border-top: var(--border-top)
    }
} {code}
 

Brand Clientlibs Structure:
{code:java}
// Auto Generated from Design System
.cmp-component.theme {
    // Generated Brand Design System token variables
    // ex. --background: #7F175C;
}{code}
 

 ",,MORALLX4,MURPHPX6,SRINIMX7,,,,,,,,,,,,,,,,,,,,,,ISAAP-440,ISAAP-576,ISAAP-438,,,,,,,,,,,,,,,,ISAAP-576,,,,,,,,,,,,,,,,,,,,,"*V1 Requirements*

1. The Image component's authoring dialogue must feature the following tabs:
 # Overview
 # Styles
 # Analytics
 # Advanced

2. All specifications outlined in the ""NOVA ISA Authoring PlatformV2.0.xlsx"" requirements document must be met.

3. Click stream tags should initially use the authored values specified in the template. However:
 # These values can be overridden by the ones defined directly within the component.

*V2 Requirements:*
 # {color:#172b4d}Add New Image selection Options:{color}
 ## {color:#172b4d}Open {color}
 ## {color:#172b4d}Close {color}
 ## {color:#172b4d}Help {color}
 # {color:#172b4d}Add New Textfield for Help Button{color}
 # {color:#172b4d}Change, the textarea fields for open, close to textfield{color}",,,,,Author,,,,,,,,,,,,,,,,,,,,,,ISAAP-400,,,,,,,,,,,Author the Vertical Navigation,None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i2gq4s:",,,,,Functional,,,,,,,,,,,,,I can meet all the component requirements,NOVA - S20,NOVA - S21,NOVA - S22,NOVA - S24,,,,,,,,,8.0,2025/01/13 11:36,"Murphy, Peter",,,,,,,,No Team,,,,,,,,,"10/Dec/24 1:27 PM;MURPHPX6;Now new functionality on V2. Same as V1 ;;;","18/Dec/24 7:05 PM;MORALLX4;Dec-18: Starting development;;;","26/Dec/24 7:21 PM;MORALLX4;Dec-26: dev completed, only default icons(open, close and help) are missing;;;","07/Jan/25 1:48 PM;MURPHPX6;Updating;;;","24/Jan/25 9:40 AM;SRINIMX7;Per DSU ISSAP-439 will be tested once ISSAP-576 development is complete.

 

cc [~SAMBASP] [~YACOBJX] ;;;","04/Feb/25 1:38 PM;MURPHPX6;Waiting for ISAAP-576;;;",,,,,,,
"""Full prescribing information"" not functioning",ISAAP-633,633696,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,BARKEJX3,BARKEJX3,28/Jan/25 3:50 PM,05/Feb/25 10:34 AM,08/Feb/25 7:36 AM,,,,,,,0,,,,,"In the template, the link for ""Full prescribing information"" is not directing user to pdf that is linked in the template. I copied the code from SKYRIZI Derm without the span text. Below is the snippet I used for the link
<a href=""/content/dam/skyrizihcpivy/isa/lab-11561lab-07914-skyrizi-uc-rxabbvie.com-uspimgifus-20086179-r2-6-2024.pdf"" target=""_blank"">See accompanying Full Prescribing Information</a>

Expected result is that the user is directed to the pdf for the full prescribing information when selecting the link.",,BARKEJX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKYRIZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-547,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2oui3:zzz",,,,,Functional,,,,,,,,,,,,,,IAE Issues,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Button style not available,ISAAP-634,633904,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,BARKEJX3,BARKEJX3,28/Jan/25 3:58 PM,05/Feb/25 10:34 AM,08/Feb/25 7:36 AM,,,,,,,0,,,,,"While creating a button for Overview slide ""Study Design and Baseline Characteristics"", I am unable to adjust the style to match the based on. The provided styles do not match either. Recommend solution to modify button color and size as well as text styles to support multiple styles of buttons. This will allow any modification to text and design if future request require changes rather than using an image that would have to be collected.",,BARKEJX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKYRIZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-547,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2oui3:zzy",,,,,Functional,,,,,,,,,,,,,,IAE Issues,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Tabs Header component -  clickstream issues,ISAAP-600,629354,,Bug,In Development,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,NAGUBNX1,SAMBASP,SAMBASP,21/Jan/25 10:48 AM,05/Feb/25 10:30 AM,08/Feb/25 7:36 AM,,,Nova 1.23,,,,0,ENV:TEST,Release_Defect,,,"ISAAP-436 ,Tabs Header component -  clickstream issues :

 

1.The click stream is not functioning as expected when checking or unchecking the 'Override Default for Analytics Click Tagging' option and entering data in the 'Click Stream Tag' and 'Tab Name' fields.

2.Also the clickstream tags reporting twice in console - Please advise . 

 

Refer attached screenshot and test URL .

[https://admp-test-auth.abbvie.com/editor.html/content/nova/Test/tabs-header.html]

 

 

 

 ",,SAMBASP,,,,,,,,,,,,,,,,,,,ISAAP-436,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21/Jan/25 10:48 AM;SAMBASP;Tabs header click stream issue.PNG;https://btsjira.abbvie.com/secure/attachment/442642/Tabs+header+click+stream+issue.PNG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2oeb0:",,,,,Functional,,,,,,,,,,,,,,NOVA - S22,NOVA - S23,NOVA - S24,,,,,,,,,,,,,2025/02/03 23:33,"Nagubandi, Nagendra",,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
IAE - Unexpected Slide Overflow (prod),ISAAP-521,613410,,Bug,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,KROVVCX,MURPHPX6,MURPHPX6,13/Dec/24 2:23 PM,05/Feb/25 10:30 AM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,,,,,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2lx64:",,,,,Functional,,,,,,,,,,,,,,NOVA - S20,NOVA - S21,NOVA - S22,NOVA - S23,NOVA - S24,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
[QA] Testing Formulary Email Feature,ISAAP-511,607116,,Task,In Progress,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,SRINIMX7,MURPHPX6,MURPHPX6,03/Dec/24 10:26 AM,05/Feb/25 10:30 AM,08/Feb/25 7:36 AM,,,,,,,0,,,,,Testing ticket for https://btsjira.abbvie.com/browse/ISAAP-140 - still determining best way to test this feature,,MURPHPX6,NAGUBNX1,SAMBASP,SRINIMX7,,,,,,,,,,,,,ISAAP-140,ISAAP-618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30/Jan/25 7:25 AM;SAMBASP;emall - vault domain.PNG;https://btsjira.abbvie.com/secure/attachment/446748/emall+-+vault+domain.PNG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-103,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2ky4c:",,,,,Functional,,,,,,,,,,,,,,NOVA - S20,NOVA - S21,NOVA - S22,NOVA - S23,NOVA - S24,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,"09/Jan/25 9:00 AM;SRINIMX7;[~MURPHPX6] [~LUDOLJX1]  can you please confirm the testing scope for this ticket.

cc [~NARISRC] [~NAGUBNX1] [~SAMBASP] ;;;","09/Jan/25 2:52 PM;MURPHPX6;Will need to wait for [~MORALLX4]  and [~LUDOLJX1]  to return on Monday 1/13 to get help with this. 

[~SRINIMX7] [~SAMBASP] [~NARISRC] ;;;","17/Jan/25 11:59 AM;NAGUBNX1;[~SAMBASP]  

Create a Test page in skyrizi Derm Binder configure formulary data component and syn the slide to ipad;;;","24/Jan/25 11:32 AM;SAMBASP;ISAAP-618 defect created to track the Firewall issue with Browser stack local on Test When try to push the ISA binder from test to promomats sandbox;;;","30/Jan/25 7:28 AM;SAMBASP;[~LUDOLJX1]  

The formulary data, including the print and email plan buttons, has been pushed to the iPad (Jeremy's login -refer 'Test env lupron URO ISA' -Access slide). However, the buttons in the slides are not clickable.  I'm assigning this ticket to you for resolution.

I used Print Template ID 'RHEUM_SKYRZI_PSA'. For the email button, we need your assistance in obtaining the Vault Domain, Email Template ID, and Email Fragments(Refer attached screenshot).

CC :[~SRINIMX7] 

!emall - vault domain.PNG|thumbnail!;;;","03/Feb/25 10:52 AM;SRINIMX7;[~NAGUBNX1] [~LUDOLJX1]  - There are no email templates loaded in sandbox, we are working with admin team to see the possiblity of bringing an template from prod to sandbox. We can test this only after this step.

cc [~CHERUSX3] [~SAMBASP] [~YACOBJX] ;;;",,,,,,,
DS Component Integration - Video,ISAAP-448,579685,,Story,In Development,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,KUMARSX42,MURPHPX6,MURPHPX6,17/Oct/24 1:13 PM,05/Feb/25 10:30 AM,08/Feb/25 7:36 AM,,,Nova 1.22,,,,0,DOR,DS-Component-Integration,,,"h1. {color:#172b4d}Description{color}

 
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-400 ]|
h1. Acceptance Criteria

*As an* Author

*I want to* Author the Video component

*So that* I can meet all the component requirements

*V1 Requirements*

1. The Image component's authoring dialogue must feature the following tabs:
 # Overview
 # Styles
 # Analytics
 # Advanced

2. All specifications outlined in the ""NOVA ISA Authoring PlatformV2.0.xlsx"" requirements document must be met.

3. Click stream tags should initially use the authored values specified in the template. However:
 # These values can be overridden by the ones defined directly within the component.

*V2 Requirements:*
 # Removal of V1 button
 ## ""Display A Close Overlay Button"" text
 ## and toggle

 
 * *General*
 ** Define V2 Component
 ** Add to new clientlib
 ** Define new style consuming the listed tokens
 *** 
{code:java}
--video-border-top: 
--video-border-right:
--video-border-bottom:
--video-border-left: 
--video-border-radius-top-left: 0px;
--video-border-radius-top-right: 0px;
--video-border-radius-bottom-right:0px;
--video-border-radius-bottom-left: 0px;{code}

 * 
 ** htl changes listed below:
 *** Remove any code tied to the ""Display A Close Overlay Button""

 
h1. Technical Details

Reference structure for new DS components styles:

 
{code:java}
.cmp-button {
    // Enterprise OTB variables defined for base unbranded styling
    // ex. --background: #CCCCCC
}
.cmp-button {
    // component styles go here consuming token variables
    // ex. background: var(--background);
    
    .nested-prop {
        // ex. border-top: var(--border-top)
    }
} {code}
 

Brand Clientlibs Structure:
{code:java}
// Auto Generated from Design System
.cmp-component.theme {
    // Generated Brand Design System token variables
    // ex. --background: #7F175C;
}{code}
 

 ",,KUMARSX42,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,ISAAP-449,,ISAAP-447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*V1 Requirements*

1. The Image component's authoring dialogue must feature the following tabs:
 # Overview
 # Styles
 # Analytics
 # Advanced

2. All specifications outlined in the ""NOVA ISA Authoring PlatformV2.0.xlsx"" requirements document must be met.

3. Click stream tags should initially use the authored values specified in the template. However:
 # These values can be overridden by the ones defined directly within the component.

*V2 Requirements:*
 # Removal of V1 button
 ## ""Display A Close Overlay Button"" text
 ## and toggle",,,,,Author,,,,,,,,,,,,,,,,,,,,,,ISAAP-400,,,,,,,,,,,Author the Video component,None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i2gq7w:",,,,,Functional,,,,,,,,,,,,,I can meet all the component requirements,NOVA - S23,NOVA - S24,,,,,,,,,,,5.0,,,,,,,,,,No Team,,,,,,,,,"04/Feb/25 9:30 AM;KUMARSX42;integration changes in progress;;;",,,,,,,,,,,,
Figma Tokens - Video,ISAAP-430,579655,,Task,In Progress,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,MICHARX1,MURPHPX6,MURPHPX6,17/Oct/24 12:48 PM,05/Feb/25 10:30 AM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,NOVA-Figma-Token,,,"h1. {color:#172b4d}Description{color}

Initial Figma Token work for Video
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-264 ]|
h1. Acceptance Criteria
 * {*}General{*}{*}{{*}}
 ** Write the video.ts config/mapping file that should scrape the following tokens from a Video Component Set:
 *** border top
 *** border right
 *** border bottom
 *** border left
 *** border radius top left
 *** border radius top right
 *** border radius bottom right
 *** border radius bottom left
 ** Within the [Test Brand Design System|https://www.figma.com/design/MjhKojTUqcWjC8YA71WXe7/Test-Brand?m=auto&node-id=0-1&t=Mk2Q19Lr0zOPvnOZ-1] figma file, using the NOVA plugin, validate that the tokens are properly being included in the exported token file
 ** Run the token file through Style Dictionary build to create the CSS",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-431,,ISAAP-429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[role],,,,,,,,,,,,,,,,,,,,,,ISAAP-264,,,,,,,,,,,[feature],None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i2gpng:",,,,,Functional,,,,,,,,,,,,,[demonstrable business value],NOVA - S22,NOVA - S23,NOVA - S24,,,,,,,,,,3.0,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Issues with Clickstream Data Capture,ISAAP-356,569643,,Bug,In Development,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,NAGUBNX1,SAMBASP,SAMBASP,01/Oct/24 1:39 PM,05/Feb/25 10:30 AM,08/Feb/25 7:36 AM,,,Nova 1.23,,,,0,Defect,ENV:QA,,,"ISAAP-117 Click stream , Observations and issues :-

*+Formulary data:+*

 ** 1. As per the requirement, ""The value can be overridden by using the 'Button Name' field in the Analytics Tab of the component."" However, the manually authored custom text for the button name is not overridden in the tag.

2.The presentation name is missing in the tag. Please refer to the example tag below.

Lupron Dep|URO|CRPC{color:#FF0000}||{color}xxx|Global|Formulary data|xxx|xxx|pop-up|xxx|Change Location

URL  : [https://cwcm-.abbvie.com/editor.html/content/xpomnichannel/AbbVie/IAE/formulary-data.html|https://cwcm-q.abbvie.com/editor.html/content/xpomnichannel/AbbVie/IAE/formulary-data.html]

 

*+Vertical navigation :+*

1.The presentation name is missing in the tag.  

2.Tagging not captured for below Vertical button and navigation slides. Refer below QA URL.
 * 
 ** Burtton  : Open and Close
 ** Slide  : Linked slide (4{^}th{^} slide) , navigation demo Slide(5{^}th{^} slide)

3.The manually authored 'Override system default value' in the clickstream tag is not overridden in the tag..

4.The manually authored custom text for the button name is not overridden in the tag.

URL  :[https://cwcm-q.abbvie.com/editor.html/content/xpomnichannel/AbbVie/IAE/iae-vertical-nav.html]

 

*Flip  container*

1.The Brand key message needs to be manually authored as per the requirement, but if left blank, it should default to 'XXX'. However, the default tag is displaying as 'Button'. Additionally, the manually authored custom text is not overridden in the tag.

2.The Button name is left blank, but the default tag is displaying as 'Null'. Additionally, the manually authored custom text is not appearing.

{+}Lupron Dep|URO|CRPC|iae-presentation-binderv1|Flip container|Global|Flipcontainer|Button|xxx|flip|xxx|{+}{*}null{*}

3.The manually entered 'Override system default value' in the clickstream tag is not overridden in the tag..

4.The clickstream is not being captured for the Flip when the 'Make entire container clickable' option is selected. Refer the below URL.

URL :[https://admp-test-auth.abbvie.com/editor.html/content/nova/isa/iae/iae-presentation-page/flipcontainer.html]

 

*+IVA Text.+*
 # The manually entered 'Override system default value' in the clickstream tag is overridden in the tag.
 # The manually authored custom text for the brand key message is not overridden in the tag.
 # The manually authored custom text for the button name is not overridden in the tag.
 # The presentation name is missing in the tag.   *++* 

URL *: [https://cwcm-q.abbvie.com/editor.html/content/xpomnichannel/AbbVie/IAE/table-.html]*

 ** 

*+Safety Bar+* 

1. The manually authored custom text for the button name is not overridden in the tag.

*+Table:+*

2. The Analytics dialog is missing in the table component. Please confirm on this requirement.",,SAMBASP,,,,,,,,,,,,,,,,,,,ISAAP-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2f69w:",,,,,Functional,,,,,,,,,,,,,,NOVA - S15,NOVA - S16,NOVA - S17,NOVA - S18,NOVA - S19,NOVA - S20,NOVA - S21,NOVA - S22,NOVA - S23,NOVA - S24,,,3.0,,,2024/11/11 10:42,"Nagubandi, Nagendra",,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
